Date;2024-12-03 17:25:31;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [100, 100]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([ -7.94382227,  24.93274046,   1.6217836 ,   5.9096793 ,
        20.32096719, -15.79984498,  -2.66841783,  -3.59021509,
        16.15724977,  -6.92324179, -14.2044729 ,   1.11049339,
         4.98599243,   2.99947163, -10.05634033,   2.92181947,
         0.46644453,   1.3065926 ,  -7.97489749,  -1.10740779,
         9.15184511,   5.89985173,   2.03961914,   3.47366818,
         3.72850143,   2.87465477,  -0.18756104,   2.79399646,
        21.00291176, -13.54693526,  -7.22248731,   3.63461879,
        -2.83904804,  12.90160761,  -9.88005698,   2.67285082,
         0.35930598,  21.01474719,  -5.22960013, -10.30795655])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ -8.22392685,   9.87574883,  -3.72684281, -16.2990759 ,
       -13.41718744,  -6.67476296,   7.86595731,   2.67530402,
        11.20808869,  -4.47851008,  13.98783198,   0.42276548,
        -3.18592015,  -0.8793733 , -13.44206644,  -7.00357058,
        -7.90480439,  -9.42783595,  -1.21540188,  -4.1407832 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 110];['Population', 'Targets'];"['State', array([-3.86095475e+00,  1.88842719e+01, -8.67820439e-01,  7.20941740e+00,
        1.70499861e+01, -1.73740829e+01, -3.03063553e+00, -1.46888335e+00,
        7.80953962e+00, -5.25400974e+00, -9.67314538e+00, -8.87279557e-02,
        4.89136083e+00,  3.10475428e+00, -8.28247331e+00,  4.45827703e+00,
       -4.40510048e-03,  1.03509439e+00, -3.09587129e+00, -1.50886446e+00,
        4.19233281e+00,  4.16243032e+00,  2.95809186e+00,  3.47828586e+00,
        3.61947838e+00,  2.71756415e+00, -5.44045418e-01,  2.94354238e+00,
        2.12580949e+01, -1.22310777e+01, -7.18312622e+00,  3.89701250e+00,
       -4.62344672e+00,  1.04304267e+01, -8.32178118e+00,  4.70938740e+00,
        2.16580035e+00,  1.43907365e+01, -7.01801208e-01, -3.20391303e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -4.15176428,  20.72259724,  -3.72684281, -16.2990759 ,
       -10.86192626,   1.11593073,  -5.01152175,  12.21397553,
        21.40644755, -14.15337577,   9.35424011,  -6.29729215,
         2.37040865,  16.276547  , -13.44206644,  -7.00357058,
         0.14757503,   8.19544328,  -2.76568145,  -3.79660684])]";"['Control input', array([ 0.19125377, -1.86089945,  0.        ,  0.        , -0.44052618,
       -4.09943884, -0.41095893, -1.85296719,  3.26342703,  4.29838202,
       -1.52243369,  0.91991395, -0.12118161, -1.92656705,  0.        ,
        0.        , -3.60434704,  1.24297959, -5.22285382,  6.25812571])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 120];['Population', 'Targets'];"['State', array([-3.77400368e+00,  1.79442581e+01, -1.57956478e+00,  6.11535111e+00,
        1.70355087e+01, -1.73748088e+01, -2.97713137e+00, -8.02151987e-01,
        6.92211085e+00, -4.74796434e+00, -9.48913610e+00, -3.66054447e-01,
        5.03547260e+00,  3.18428867e+00, -8.09890183e+00,  4.68739650e+00,
       -2.09719414e-02,  1.05243114e+00, -2.92654412e+00, -8.28773630e-01,
        4.10355551e+00,  4.23029526e+00,  2.94285939e+00,  3.36322862e+00,
        3.63497420e+00,  2.62453508e+00, -5.30950592e-01,  2.94258313e+00,
        2.11013003e+01, -1.17478323e+01, -7.14806597e+00,  3.90105563e+00,
       -4.32676594e+00,  9.56424392e+00, -8.17557816e+00,  4.86651619e+00,
        1.99589645e+00,  1.34269834e+01, -5.27947954e-01, -3.11187535e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -4.090921  ,  19.76895512,  -3.72684281, -16.2990759 ,
        -9.78527224,   4.10870003,  -4.95117628,  11.28108242,
        19.38447061, -16.47243193,   8.52949914,  -5.79590192,
         2.25644562,  15.2861017 , -13.44206644,  -7.00357058,
        -1.28403524,   7.854416  ,  -2.33583235,  -3.43032447])]";"['Control input', array([ 0.09726069, -1.89722039,  0.        ,  0.        ,  1.55314015,
        4.72056434,  0.37373219, -1.72343062, -5.3136951 , -6.38867253,
       -1.79276413,  1.00797475, -0.28656008, -1.84093855,  0.        ,
        0.        , -2.00912069, -1.5209191 ,  5.29932062, -3.25525205])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 130];['Population', 'Targets'];"['State', array([-3.58684906e+00,  1.69882235e+01, -1.57431080e+00,  5.54892173e+00,
        1.65478599e+01, -1.74710037e+01, -2.91930641e+00, -2.75342282e-01,
        6.19259733e+00, -4.24423209e+00, -9.33441238e+00, -7.76891619e-01,
        5.03079035e+00,  3.24001692e+00, -7.93545614e+00,  4.80990120e+00,
       -2.03575896e-03,  8.64763559e-01, -2.85474040e+00, -3.01407945e-01,
        4.29777178e+00,  4.05242557e+00,  2.98409173e+00,  3.23497719e+00,
        3.59172444e+00,  2.57950969e+00, -4.82404222e-01,  2.92095526e+00,
        2.11202807e+01, -1.16691933e+01, -7.10050234e+00,  3.91415037e+00,
       -4.10781905e+00,  8.70575183e+00, -7.91107224e+00,  4.89533843e+00,
        1.94089321e+00,  1.23411930e+01, -3.47611046e-02, -2.92706812e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -3.96363889,  18.84275187,  -3.72684281, -16.2990759 ,
       -10.49906604,   0.55169284,  -4.76471904,  10.40295355,
        20.203789  , -15.08701405,   7.71900873,  -5.33336246,
         2.15970898,  14.30063319, -13.44206644,  -7.00357058,
         3.66064403,   5.08277339,  -3.3664235 ,  -1.76543531])]";"['Control input', array([ 0.33970258, -1.84192661,  0.        ,  0.        , -0.48813024,
       -4.67594568,  0.21726017, -1.79760985,  7.13963253,  9.79563255,
       -1.4905537 ,  1.00018521, -0.07644319, -1.97083583,  0.        ,
        0.        ,  8.56910727, -4.21254895, -2.84248813,  4.22187007])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 140];['Population', 'Targets'];"['State', array([-3.32042094e+00,  1.60576886e+01, -1.74324947e+00,  5.42270443e+00,
        1.66634285e+01, -1.74199340e+01, -2.74435539e+00,  1.52926839e-01,
        5.53401354e+00, -3.55127218e+00, -9.10239773e+00, -1.01590560e+00,
        4.95497037e+00,  2.17765360e+00, -7.62235151e+00,  5.02370685e+00,
       -1.93845213e-02,  7.64638602e-01, -2.74871351e+00,  1.30755880e-01,
        4.16777446e+00,  2.55484163e+00,  2.95703851e+00,  3.09458193e+00,
        3.48681516e+00,  2.35035750e+00, -3.62345186e-01,  3.04801288e+00,
        2.11609370e+01, -1.12721251e+01, -7.09993725e+00,  3.93372309e+00,
       -3.89015987e+00,  7.71970884e+00, -7.62777701e+00,  4.99483720e+00,
        1.70843009e+00,  1.14460800e+01,  6.24489383e-01, -2.80819035e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -3.71412483,  17.91806478,  -3.72684281, -16.2990759 ,
        -9.25769584,   4.36328177,  -4.56678884,   9.50010988,
        20.0102673 , -15.1535982 ,   7.04527809,  -4.70635397,
         2.04021438,  13.33389348, -13.44206644,  -7.00357058,
         5.66715337,   3.6288189 ,  -0.63179262,  -3.56653051])]";"['Control input', array([  0.43858087,  -1.91361915,   0.        ,   0.        ,
         1.72671602,   4.57210047,   0.43662885,  -2.00942267,
        -8.84062321, -11.22942643,  -1.29027697,   1.38909702,
        -0.47191151,  -1.78657852,   0.        ,   0.        ,
         1.6720378 ,  -2.77733174,   4.59930174,  -1.85529768])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 150];['Population', 'Targets'];"['State', array([ -3.1563296 ,  15.19254201,  -1.77702472,   5.47571512,
        16.44597138, -17.34167155,  -2.90344853,   0.07180288,
         4.69120203,  -3.07646699,  -8.85087257,  -1.31499627,
         4.11179535,   1.39794029,  -7.63979527,   5.08788803,
         0.6616864 ,   1.07793163,  -2.85703948,   0.21568503,
         3.56424083,   2.33324886,   2.91507946,   3.25217853,
         3.39533686,   2.38853402,  -0.39961261,   3.25689956,
        21.0892406 , -11.26724473,  -7.06153449,   3.85359382,
        -3.60400909,   6.86633683,  -7.52274711,   5.12607967,
         1.63266895,  10.6028388 ,   1.19786261,  -2.49511881])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -3.49976021,  17.03058358,  -3.72684281, -16.2990759 ,
       -10.11634399,  -0.09457632,  -6.07212838,   7.63020026,
        20.63796699, -14.09324488,   6.29961048,  -4.11718847,
         1.89898962,  12.43565732, -13.44206644,  -7.00357058,
         5.65719827,   2.42604934,  -0.87626066,   2.27275713])]";"['Control input', array([ 0.30059995, -1.69195424,  0.        ,  0.        , -0.39619965,
       -4.50823584, -9.20738261, -6.58516497,  5.6634468 ,  7.88869642,
       -1.74186278,  1.22853528, -0.14216648, -1.73395083,  0.        ,
        0.        , -1.01251217, -2.07911849, -4.47634367, 15.52985426])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 160];['Population', 'Targets'];"['State', array([ -2.90131187,  14.26140125,  -1.2958711 ,   6.47679919,
        16.40339153, -17.40248308,  -2.93865757,   0.054799  ,
         4.11854539,  -2.44578754,  -7.70611747,  -1.72074932,
         3.89127041,   1.14094529,  -7.59856148,   4.19159027,
         0.76091574,   1.07597442,  -2.83036694,   0.24671437,
         2.97350634,   1.92593713,   2.26853885,   3.14370467,
         2.71873549,   1.98695575,   0.3446047 ,   3.33617982,
        21.11371403, -11.13068193,  -7.079414  ,   3.833653  ,
        -3.97018293,   7.35778699,  -7.63003141,   4.22972214,
         1.59413103,   9.60943827,   1.05255441,  -2.47263851])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -3.31807131,  16.09068903,  -3.72684281, -16.2990759 ,
        -9.56053292,  -1.5078976 ,  -8.22142684,   5.81441569,
        18.56462512, -16.69076598,   5.58600707,  -3.50024142,
         1.83745882,  11.49026282, -13.44206644,  -7.00357058,
         4.16480491,   3.47012608,  -3.22505135,   6.70880246])]";"['Control input', array([ 0.51598286, -1.87693557,  0.        ,  0.        ,  1.85240548,
       -1.72849833, -1.88190548, -2.95306223, -4.48403923, -5.68639109,
       -1.25962018,  1.23718931, -0.09305976, -1.94727387,  0.        ,
        0.        ,  3.31642653, -7.09078161, -4.23706991,  5.62163101])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 170];['Population', 'Targets'];"['State', array([ -2.61017977,  13.38541749,  -1.25255278,   6.4618452 ,
        16.30919717, -17.5209735 ,  -2.94506157,   0.22153779,
         3.41503296,  -2.00275516,  -6.74395455,  -1.82331817,
         3.57000726,   0.37969116,  -7.05928521,   3.35704688,
         0.76082589,   1.10767028,  -2.90033687,   0.34137447,
         2.36682781,   1.41078116,   1.91014801,   3.19600057,
         2.21148157,   1.68126708,   0.41934246,   3.28725938,
        21.20541439, -10.972748  ,  -6.68207728,   3.43228366,
        -6.21489901,   7.84223244,  -6.97617644,   3.31904273,
         1.5660854 ,   8.69663548,   1.09748173,  -2.39693052])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -3.05521098,  15.18566361,  -3.72684281, -16.2990759 ,
        -8.60748698,  -1.95740814,  -8.41121719,   4.52187582,
        18.27700367, -16.92985564,   4.94976198,  -2.96181197,
         1.76538264,  10.55942984, -13.44206644,  -7.00357058,
         3.74113081,   3.10324918,  -5.38193942,   8.52091376])]";"['Control input', array([ 0.63547857, -1.60190975,  0.        ,  0.        ,  1.95088726,
       -0.64565959,  0.58271142, -2.00540808, -4.03935954, -5.23468412,
       -1.40498367,  1.01974855, -0.03013623, -1.92762446,  0.        ,
        0.        , -3.75261766,  3.94216975, -4.8607427 ,  1.53579751])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 180];['Population', 'Targets'];"['State', array([ -2.377971  ,  12.47263373,  -1.33771669,   6.43537287,
        15.89992678, -17.5613666 ,  -2.98173096,   0.2617557 ,
         2.54914674,  -1.53536416,  -5.86686336,  -1.64881363,
         3.49904911,  -0.04955799,  -6.22309243,   2.78095318,
         0.66823404,   1.1641952 ,  -2.98156594,   0.32561256,
         2.04253846,   1.17293644,   1.3303261 ,   3.11318683,
         1.8221842 ,   1.44723118,   0.47758579,   3.29459619,
        21.30273657, -11.06346252,  -5.97075803,   2.99856769,
        -6.716169  ,   6.26553639,  -6.26116259,   2.6522411 ,
         1.51170988,   7.7340336 ,   0.96819672,  -2.46685076])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -2.8321235 ,  14.30216732,  -3.72684281, -16.2990759 ,
        -7.65708495,  -2.02861427,  -7.83160981,   3.73379032,
        20.91434762, -13.51426273,   4.15572488,  -2.50473643,
         1.77979257,   9.5856784 , -13.44206644,  -7.00357058,
         4.29889747,   1.36124421,  -7.12950698,   7.97178067])]";"['Control input', array([ 0.63669296, -1.74902555,  0.        ,  0.        ,  1.82241228,
        0.08610952,  1.39285623, -1.37887747,  5.3757496 ,  6.56221623,
       -1.62053132,  1.05075788, -0.06487349, -1.96431165,  0.        ,
        0.        ,  1.63630345, -4.59653956, -1.83661105, -2.32345455])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 190];['Population', 'Targets'];"['State', array([ -2.12599944,  11.63703933,  -1.38943719,   6.41887103,
        15.99723637, -17.51498166,  -3.05191071,   0.34639514,
         1.81282869,  -1.24757945,  -4.87216343,  -1.64489325,
         2.71319378,   0.06625566,  -5.47841059,   2.26115541,
         0.68632098,   1.20383709,  -3.04551432,   0.3686144 ,
         1.57996952,   1.02173558,   0.61658582,   3.16581559,
         1.4368348 ,   1.18095897,   0.23570622,   3.34003315,
        21.13617094, -10.62233158,  -5.24893575,   2.77289428,
        -6.23700942,   5.31748147,  -5.55977519,   2.09321689,
         1.29231961,   6.76256193,   0.97359936,  -2.50388203])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -2.54221291,  13.41688982,  -3.72684281, -16.2990759 ,
        -6.71454383,  -2.04334659,  -7.17242508,   3.02525258,
        19.43810304, -15.2178739 ,   4.06945775,  -1.01533133,
         1.64002223,   8.63822069, -13.44206644,  -7.00357058,
         1.78451783,   3.55752445,  -7.36777573,   6.78087329])]";"['Control input', array([  0.51869898,  -1.80134161,   0.        ,   0.        ,
         1.94353057,  -0.08675851,   1.36288248,  -1.42150143,
        -9.1640678 , -11.41485298,  -0.02420573,   3.62453639,
        -0.33255056,  -1.96651905,   0.        ,   0.        ,
        -4.55623845,   3.53755755,   0.30872515,  -2.10429682])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 200];['Population', 'Targets'];"['State', array([ -1.69221195,  10.77625975,  -1.89371067,   6.48085498,
        15.80082733, -17.57911537,  -3.01637192,   0.35251688,
         1.13564404,  -0.94173555,  -3.98042235,  -1.35950191,
         2.51331819,   0.41766581,  -4.82659132,   1.7078007 ,
         0.53266393,   1.23489535,  -3.05998434,   0.29238973,
         1.48259274,   1.02273068,  -0.07971316,   2.71159709,
         1.42942933,   1.28054913,  -0.52623171,   2.94090141,
        21.12598239, -10.64946437,  -4.35322259,   2.6718658 ,
        -5.26954548,   5.14920083,  -4.9356838 ,   1.68151882,
         1.75815593,   6.21041535,   0.35648057,  -2.53567425])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -2.17242675,  12.57571208,  -3.72684281, -16.2990759 ,
        -5.77339374,  -1.87432666,  -6.21748387,   3.10279722,
        19.44726025, -15.03683232,   1.81920342,  -3.04976869,
         1.62992565,   8.06366127, -13.44206644,  -7.00357058,
        -0.57925006,   6.42367641,  -6.81980993,   6.11282978])]";"['Control input', array([ 0.84569027, -1.67215369,  0.        ,  0.        ,  1.76856076,
        0.33365481,  0.14267388, -3.57858879,  9.9827191 , 13.45542621,
       -3.82750278, -2.62119243,  1.37289142, -2.02662084,  0.        ,
        0.        , -5.29140888,  4.23470779,  1.83018548, -0.41378311])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 210];['Population', 'Targets'];"['State', array([-1.45397077e+00,  9.86886635e+00, -3.43721053e+00,  5.70182413e+00,
        1.58050640e+01, -1.76595523e+01, -3.05466537e+00,  3.35868699e-01,
        4.22582656e-01, -8.54856187e-01, -3.13605794e+00, -1.09832966e+00,
        2.99492621e+00,  1.02003335e+00, -4.12590667e+00,  1.23411611e+00,
        2.67888337e-01,  1.32523094e+00, -3.06832104e+00,  3.92096652e-01,
        1.12992318e+00,  1.70173947e+00, -9.81897572e-02,  2.75673780e+00,
        1.36192248e+00,  1.89089035e+00, -5.24686279e-01,  2.99813412e+00,
        2.10872895e+01, -1.05999732e+01, -3.69395525e+00,  2.63655926e+00,
       -4.46571480e+00,  4.67722175e+00, -4.22212720e+00,  1.11463900e+00,
        1.70095615e+00,  5.26391514e+00,  1.52315897e-02, -2.40034008e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -1.79947553,  11.69517887,  -3.72684281, -16.2990759 ,
        -4.8391715 ,  -1.67133461,  -5.55436312,   2.66059096,
        18.17159331, -16.54812707,   1.15903656,   1.4199125 ,
         2.03148859,   7.11328017, -13.44206644,  -7.00357058,
        -2.86910298,   7.13090086,  -5.90736372,   5.86358091])]";"['Control input', array([ 0.57178668, -1.65835645,  0.        ,  0.        ,  1.64309624,
        0.4339674 ,  2.83349021,  2.52380502, -5.51824244, -7.28172207,
       -6.79446122,  9.8999853 ,  0.26692267, -2.01534886,  0.        ,
        0.        , -3.90014755, -0.7147973 ,  1.68427301, -0.81305231])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 220];['Population', 'Targets'];"['State', array([ -1.33840669,   8.92499822,  -2.87220872,   4.67040444,
        15.34423626, -17.70370516,  -2.76111851,   0.61180576,
         0.42040405,  -0.91292516,  -2.54735402,  -0.89168666,
         4.50082129,  -0.16827709,  -3.58063704,   1.41005094,
        -0.12290619,   1.26404078,  -2.78682211,   0.4322811 ,
         0.6657274 ,   2.40975992,  -0.13496393,   2.83206263,
         1.15100133,   2.79230947,  -0.54288603,   3.08772026,
        21.07237858, -10.65307447,  -3.00064502,   2.48536653,
        -3.06368362,   4.45179455,  -3.89752956,   1.51825602,
         1.46673599,   4.24063236,   0.12400006,  -2.42351156])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -1.6191167 ,  10.77392917,  -3.72684281, -16.2990759 ,
        -5.02754237,   0.44403338,  -4.52208904,   4.47551989,
        19.56070242, -14.67768032,   4.37741029,   0.86031856,
         1.94621851,   6.08732975, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.23464083, -1.82403172,  0.        ,  0.        , -0.53964204,
        4.72973451,  2.94616535,  4.51613635,  9.31109835, 12.26462705,
        4.62653147, -2.80752185, -0.26871568, -2.05716406,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 230];['Population', 'Targets'];"['State', array([ -1.18085816,   7.92868435,  -1.6986746 ,   4.02689518,
        15.39822218, -17.81071538,  -2.61299547,   0.60423508,
         0.47648658,  -0.85198406,  -2.56594063,  -0.86773165,
         3.75917047,  -1.70427763,  -2.60249113,   1.5529772 ,
        -0.25111563,   1.3246099 ,  -2.67102049,   0.41129232,
         0.68780768,   2.39781984,  -0.11708505,   2.86260693,
         1.15658457,   2.787845  ,  -0.56494446,   3.09110697,
        21.09571093, -10.19923412,  -2.5851855 ,   2.65021015,
        -1.85521738,   3.75194483,  -2.63935109,   1.78345168,
         1.18281105,   3.31222253,   0.17779905,  -2.47453511])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -1.42552147,   9.83106622,  -3.72684281, -16.2990759 ,
        -4.24395428,   2.54151678,  -3.03889713,   5.2156576 ,
        20.83751232, -12.95111843,   5.1834174 ,  -1.0854867 ,
         1.72232   ,   5.13192587, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([  0.29745134,  -1.98136362,   0.        ,   0.        ,
         2.40883655,   3.4816628 ,   2.65813991,   0.07985034,
       -16.42057337, -20.45023305,  -0.49901477,  -3.75700085,
        -0.39156788,  -1.92671062,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
