Date;2024-12-03 17:35:26;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [50, 50]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([-11.85377453,  -1.10170503,   5.95089577,  11.21252367,
         3.36873381, -24.64647101,  13.80072746,  -0.32130006,
       -10.29742895, -16.90430902,  -3.12327149,  10.41273095,
        11.94017493,  -4.62045034,  -2.29283793,   0.25131094,
       -10.09854348,  -9.54603278,  -6.82632854, -11.32752876,
        -7.77822692,  -1.64286909,  -3.15120584, -14.98383065,
         9.1303766 ,  19.62443635,  -9.45427295,  10.75870748,
         1.37287617,   8.36263334,  -3.32485685,  14.41430418,
        -1.7240608 ,  -5.45368176,  16.68223551,  -4.37115735,
        18.841456  ,  -0.61474803,  -3.51268213,  -0.48215426])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ 20.90296969,  11.710887  ,   6.46289074,   3.10709022,
        12.94840244,   9.50350072,  -0.61560078,   0.22979633,
       -10.05265172, -17.99529521,  -1.23639365,  11.87246665,
       -18.55582611,   0.80753575, -23.2753839 ,  11.94092782,
        10.71892185,  20.93570168,   4.65766044,   0.79744635])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 110];['Population', 'Targets'];"['State', array([ -5.37381544,  -1.49950805,   3.26308221,   6.9921347 ,
         3.59250403, -15.72925502,  10.86860208,   1.5714458 ,
        -4.62806928, -11.73253729,  -3.46310546,   9.96043387,
        10.61911435,  -3.75679697,  -2.18039473,   0.89060183,
        -8.75524649,  -7.2431993 ,  -5.15313379, -11.09676117,
        -6.50988484,  -0.62941172,  -0.06665601, -11.33570821,
         4.86906876,  10.30387032,  -9.59265844,   7.65826407,
         0.84833414,   7.87306476,  -6.65831026,  11.84231442,
        -3.02496756,  -5.97341046,  10.24830486,  -4.70688474,
        11.40028595,  -0.87021346,  -4.20405133,   0.03123766])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([-6.35031982e+00,  1.33924768e+01,  1.31025933e+01, -1.44889724e+00,
        1.27020070e+01,  1.56624644e+00, -5.39209245e+00, -1.34941061e+01,
        4.04531187e+00, -1.75772045e+01, -1.06722680e+01,  9.12643842e+00,
       -9.61008788e+00, -8.88553109e+00, -5.02540926e+00, -5.23268330e+00,
        5.58139198e+00,  1.20308456e+01,  2.78244923e-03, -1.32629002e+01])]";"['Control input', array([-3.14742346, -1.07473346, -1.39912349,  1.54635779, -1.80149472,
        0.56647576,  0.70006081,  1.76358042, -0.48226397,  1.82362835,
        0.25235145, -2.01715544, -0.56654146,  2.58716597,  5.00076665,
       -6.39326785, -0.38479852, -1.8954113 , -0.23483029,  1.91758019])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 120];['Population', 'Targets'];"['State', array([-5.26896389e+00, -1.32527423e+00,  3.24166716e+00,  6.95525607e+00,
        3.29511561e+00, -1.48340245e+01,  9.87593509e+00,  1.55392941e+00,
       -4.21009194e+00, -1.09727398e+01, -3.46637865e+00,  9.99115168e+00,
        1.02340747e+01, -3.85596134e+00, -2.11559180e+00,  1.01600228e+00,
       -8.26322279e+00, -6.42620256e+00, -5.16096691e+00, -1.06788204e+01,
       -6.43343825e+00, -6.70743039e-01, -2.40044656e-02, -1.04320312e+01,
        4.43483859e+00,  9.49701483e+00, -9.09558048e+00,  6.91458079e+00,
        8.88360289e-01,  7.86739636e+00, -6.72332654e+00,  1.06222398e+01,
       -2.55096623e+00, -5.89631888e+00,  1.01491993e+01, -4.63702422e+00,
        1.09874326e+01, -7.77122332e-01, -4.08841510e+00,  6.62871930e-03])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -7.18625905,  12.41090639,  11.95450675,  -3.71436228,
        12.03716838,   0.99895403,  -5.10077119, -12.61944166,
         3.73855893, -16.66123423, -10.36993224,   8.20851419,
        -9.48649008,  -7.76643316,  -6.41284348,  -2.79563236,
         5.24763651,  11.18494925,  -0.04699384, -12.30967712])]";"['Control input', array([-7.11146617e-01, -2.21517949e+00, -2.19864242e+00, -5.09103451e+00,
        7.23248194e-01, -6.47075126e+00, -2.00919217e+00,  2.65657092e+00,
       -5.75946463e-01,  1.86437849e+00,  8.80119916e-01, -1.66017529e+00,
        6.34665999e-01,  1.80384372e+00, -4.56336442e+00,  7.07838779e+00,
       -7.92918894e-01, -1.63644953e+00,  5.79314373e-04,  1.85256679e+00])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 130];['Population', 'Targets'];"['State', array([ -4.8942826 ,  -1.02172994,   3.18791524,   6.86632883,
         3.23995518, -13.91044328,   9.85863587,   1.57255358,
        -3.67382604, -10.50314757,  -3.27290868,  10.05150789,
         9.46553605,  -3.61903158,  -2.08563981,   0.87762578,
        -7.55794186,  -5.84910907,  -5.10136539,  -9.74593077,
        -6.42379631,  -0.23560073,   0.02098766,  -9.48721823,
         3.96088932,   8.67948902,  -8.43400558,   6.28773754,
         0.80997571,   7.96435366,  -6.39244153,   9.696468  ,
        -2.42430618,  -5.88719748,   9.16675022,  -4.65590817,
        10.17442938,  -1.46633547,  -4.00560137,  -0.01914464])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([-7.21344005e+00,  1.13837931e+01,  1.09673753e+01, -4.94222571e+00,
        1.18911649e+01, -9.05010458e-01, -5.16658640e+00, -1.17368253e+01,
        3.58188722e+00, -1.57544999e+01, -9.84640724e+00,  7.44712850e+00,
       -8.98215900e+00, -7.03177223e+00, -4.94626449e+00, -4.43328400e+00,
        4.75187305e+00,  1.03852612e+01, -1.06226648e-03, -1.13472307e+01])]";"['Control input', array([ 0.36996752, -1.94642407, -2.09575234, -1.0389055 , -1.21670938,
       -2.53527498,  3.53168459,  0.10099129, -0.11063682,  1.90852333,
        1.21109425, -1.33309679,  1.30150389,  1.23489684, -9.53117385,
       14.497499  , -0.90792233, -1.62867058,  0.05390753,  1.91816132])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 140];['Population', 'Targets'];"['State', array([ -4.60845969,  -0.84546066,   3.18051682,   6.8278904 ,
         3.17519562, -13.03813387,   9.68310103,   1.71724169,
        -3.17585414,  -9.90155859,  -3.25230744,  10.05391704,
         8.96569879,  -3.11573699,  -2.06025614,   0.90371108,
        -6.85278989,  -5.25011212,  -5.20353732,  -9.03275023,
        -6.22163318,   0.40330077,  -0.15804676,  -8.59748454,
         3.59381036,   7.78940751,  -7.66666323,   5.67205695,
         0.80146141,   7.95804959,  -5.87154083,   8.88963366,
        -2.45132098,  -5.80755578,   8.29822086,  -4.50387849,
         9.65380986,  -1.68687002,  -3.98724692,  -0.02766918])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -6.87490068,  10.50336862,  10.26523775,  -4.50792919,
        11.25157108,   0.81457373,  -5.20153384, -10.94491923,
         3.51571038, -14.83749599,  -9.15656905,   6.84396729,
        -8.29262481,  -6.45886951,  -7.10796323,  -0.9064924 ,
         4.38105097,   9.49740451,  -0.09253596, -10.44246426])]";"['Control input', array([ 0.89313688, -1.7414317 , -0.22555554,  3.24021466, -0.94926515,
        3.68680996, -2.16371291,  2.47162255, -0.14312131,  1.80962326,
        1.44150507, -1.17048815,  1.36502844,  1.26293375, -1.58167447,
        4.25733374, -0.8239023 , -1.69810748, -0.29367519,  1.70806901])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 150];['Population', 'Targets'];"['State', array([ -4.54344637,  -0.74871761,   3.20910941,   6.65787686,
         3.02233526, -12.11287447,   8.64671249,   1.90079302,
        -2.80468349,  -9.60444979,  -2.9451614 ,   9.92331805,
         8.37838798,  -2.95401546,  -2.0926671 ,   0.83932671,
        -6.11582368,  -4.72446451,  -5.31707771,  -8.39833584,
        -5.19255523,   1.10149144,  -0.22366182,  -7.58703934,
         3.33001531,   6.97077282,  -6.84828654,   5.10303679,
         0.74708695,   8.01480699,  -5.81088273,   8.47656149,
        -2.46917488,  -5.89627012,   8.18640674,  -4.53841565,
         9.34242042,  -1.08914165,  -3.91201475,  -0.02480468])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -4.33812153,  11.07086137,  10.69767815,  -2.16603946,
        10.51358573,   1.84018696,  -5.26280649, -10.22366654,
         3.38644995, -13.92904245,  -8.41543779,   6.24965464,
        -7.5907495 ,  -5.86523717,  -6.9193457 ,   0.66589785,
         2.86021026,   9.01260839,  -0.20266844,  -9.45445815])]";"['Control input', array([ 3.23465742,  0.45414709, -0.16915892,  2.92559299, -1.89396729,
        1.15305849, -2.50243547,  2.40138087, -0.25576175,  1.75010804,
        1.65429743, -1.20108702,  1.4665918 ,  1.04058594,  1.37334773,
        2.29632583, -6.91637671,  0.78776293, -0.12656239,  1.9302581 ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 160];['Population', 'Targets'];"['State', array([-4.48434259e+00, -8.98218642e-01,  3.17303601e+00,  6.55095058e+00,
        2.76297692e+00, -1.12717432e+01,  7.81528213e+00,  1.80445150e+00,
       -2.38800860e+00, -9.31461850e+00, -2.80818647e+00,  9.61423031e+00,
        7.80110950e+00, -2.88806422e+00, -2.24885175e+00,  7.89850267e-01,
       -5.36834768e+00, -4.17581484e+00, -5.44198086e+00, -8.08278654e+00,
       -4.18487511e+00,  1.08860992e+00, -1.22192615e-01, -6.68705715e+00,
        3.40213386e+00,  6.79254248e+00, -6.17132527e+00,  4.57853198e+00,
        1.02126448e-02,  7.49899831e+00, -5.97981901e+00,  7.96753235e+00,
       -2.49459922e+00, -5.87436063e+00,  7.76716045e+00, -4.64801625e+00,
        9.14176085e+00, -9.23073275e-01, -3.80074513e+00, -9.27201195e-02])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -6.04360873,   9.75127419,   9.50460475,  -4.46325094,
        10.0478463 ,   0.89013964,  -4.89628386,  -9.92784774,
         3.18389273, -13.03285483,  -7.66917593,   5.68249201,
        -6.8670892 ,  -5.31523917,  -6.06704742,   0.53788376,
         1.45500702,   8.88642262,  -0.563007  ,  -8.91406649])]";"['Control input', array([-2.35243195, -2.45425865, -1.8632204 , -2.87840302,  1.29325943,
       -6.61905955, -4.13205717,  2.57767322, -0.40909319,  1.66441684,
        1.50845483, -1.10517131,  1.4895043 ,  1.20622311,  1.18133224,
       -5.72810141,  8.84664113, -3.47740229, -7.57645541, -5.6461366 ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 170];['Population', 'Targets'];"['State', array([ -3.6843308 ,  -1.2503123 ,   3.16215993,   6.01037401,
         2.46839405, -10.30654745,   7.9434762 ,   1.86672201,
        -3.69164703,  -8.73170864,  -2.30671295,   9.21318722,
         7.69258891,  -2.74719772,  -2.26776834,   0.71672058,
        -4.74709502,  -3.58394381,  -5.37832596,  -7.35332187,
        -3.88813221,   1.22611501,  -0.09143976,  -6.69116827,
         3.68049323,   6.4124552 ,  -5.7652967 ,   4.24541037,
        -0.10776158,   7.49263821,  -5.64725984,   8.22834389,
        -2.50452436,  -5.85386337,   6.78305017,  -4.31376405,
         8.28650997,  -1.57864109,  -3.47756205,  -0.01428437])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -3.53528464,  10.49182457,   8.62998732,  -4.74052113,
         9.98026902,  -1.05266012,  -5.69681661,  -8.58718871,
         2.94793009, -12.13429899,  -6.93759446,   7.64428812,
        -5.25641098,  -6.16048813,  -5.4665738 ,  -0.18042704,
         1.93551955,   8.40378766,  -3.01316523, -10.0323085 ])]";"['Control input', array([ 2.97638363,  0.01617374,  0.82806668,  5.56155155, -1.14353499,
       -2.50453612,  4.42255455,  6.66640917, -0.58309676,  1.86580111,
        1.54461793,  5.27193172, -3.27383463, -7.78931658,  1.2701851 ,
        6.17187872, -7.31111065,  1.19435565, -3.83141803,  0.10304876])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 180];['Population', 'Targets'];"['State', array([-3.62465301, -1.25222459,  3.12924155,  5.91619438,  2.30129087,
       -9.3100421 ,  7.77493309,  1.88249437, -2.86854165, -7.76117015,
       -1.72830418,  8.34739611,  7.16228121, -1.94064952, -2.18088133,
        0.82275376, -4.82663639, -3.61376848, -6.14496579, -8.76743801,
       -3.60613136,  1.38124884, -0.11779404, -6.77615658,  3.76938144,
        6.25622355, -5.64523342,  4.89478751, -0.56454174,  7.32002732,
       -4.20788785,  8.12993377, -2.48045067, -5.99064063,  6.40563915,
       -4.33832028,  7.55851649, -1.35932218, -3.2885255 ,  0.02074643])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -2.4944356 ,  10.0697792 ,   8.77057792,  -2.78793174,
         9.32593263,   0.79963903,  -5.67351578,  -8.27013434,
         2.70445962, -11.20343813,  -5.65854547,   9.03760758,
        -4.5140508 ,  -6.70404293,  -6.3891225 ,   3.88472821,
         3.03979469,   7.88350032,  -3.58305489,  -9.46302794])]";"['Control input', array([ 1.56900233, -1.36932009,  0.19607544,  3.98025755, -0.88127233,
        4.56874081, -3.48780915, -4.51046565, -0.36027626,  1.97915908,
        2.79384732,  0.9596105 ,  5.43654302, -1.48544266, -1.03706041,
        5.76821243,  4.72426055, -1.60019413,  0.66956343,  1.52393729])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 190];['Population', 'Targets'];"['State', array([-3.62935077, -1.33417166,  2.99467863,  5.2175359 ,  2.11310442,
       -8.27414706,  6.7925656 ,  2.28049196, -1.22627739, -6.94534095,
       -1.41902432,  7.46913676,  6.83777586, -1.70878555, -2.23426118,
        0.82513293, -4.80424154, -3.7791117 , -8.51060003, -9.64885067,
       -3.57500715,  1.50657987, -0.15071535, -6.80909275,  3.90046576,
        5.1211573 , -4.28441486,  5.5798469 , -0.57684886,  7.22957757,
       -3.41641032,  7.34253642, -2.01075978, -5.54402979,  5.8099396 ,
       -4.42802152,  7.44401424, -1.21310941, -3.30503057,  0.20074332])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -1.89844468,   9.29407511,   8.12094151,  -3.23834012,
         8.61071066,   2.19972339,  -7.74380514, -10.07261514,
         2.52295142, -10.15902391,  -4.53814303,   8.87015071,
        -3.89103118,  -6.5722632 ,  -5.83526671,   5.91249688,
         4.30051664,   6.85575757,  -2.20452456,  -8.4700034 ])]";"['Control input', array([ 0.89436707, -1.63650013,  1.93968797,  6.34701963, -1.89638308,
        1.62849797, -4.80320777, -2.2228367 , -0.39275876,  1.96668187,
        1.82836188, -0.98480276, -6.60229193,  7.14240384,  2.28573876,
        2.42239573,  1.21105463, -2.22335524,  2.55798522,  0.83864963])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 200];['Population', 'Targets'];"['State', array([-3.67693502, -1.42982916,  2.50030073,  5.00221346,  1.84329806,
       -7.41834423,  5.8117643 ,  2.22042926, -0.97471539, -6.02018045,
       -1.26689685,  6.54544122,  6.33573629, -1.44798136, -2.22783954,
        0.85456139, -4.73435534, -3.05162074, -9.34972552, -8.07848464,
       -3.72158864,  1.55185476,  0.24040612, -6.34493684,  3.5943339 ,
        4.20932397, -3.21538233,  5.11780756, -0.40493956,  6.77225487,
       -2.66172613,  6.56876462, -1.98324755, -5.64096178,  5.69390521,
       -4.6044307 ,  7.1096517 , -0.72328064, -3.25902461,  0.26133328])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([-1.2258922 ,  8.48375134,  7.48369084, -3.88172359,  7.59322214,
        2.61266141, -9.63419212, -9.67716339,  2.31729427, -9.24087728,
       -3.75698081,  8.20265263, -5.44697601, -4.66968986, -4.63270254,
        6.28591665,  4.49013209,  5.79999515, -0.57364816, -8.01965132])]";"['Control input', array([ 2.61920235, -1.29741633, -2.62861885, -5.03276319, -2.04210441,
        0.25178302, -2.31824692,  2.3170014 , -0.53654823,  1.74037653,
        1.83162227, -1.41089797, -1.23949718,  2.80317619,  2.41672033,
       -0.03436895, -0.08260288, -1.89839442,  2.75632498,  1.22291618])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 210];['Population', 'Targets'];"['State', array([-3.63250644, -1.32449485,  1.78652293,  4.46105473,  1.87782815,
       -6.51980577,  5.5625999 ,  2.12663249, -1.10006782, -5.33041422,
       -1.30248034,  5.75625439,  6.34937486, -1.52378616, -2.31377182,
        0.99386549, -4.1171923 , -2.18456068, -8.92712604, -7.04080145,
       -3.87583356,  1.51120011,  0.66283384, -5.63129802,  3.46803706,
        3.55540046, -2.62639305,  4.42507696, -0.03970656,  5.93992073,
       -1.53407345,  5.68781149, -2.13540779, -5.54129752,  4.62080779,
       -4.52950392,  6.85825043, -1.23142308, -3.19871276,  0.30204967])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -0.40656949,   7.71523494,   6.31658829,  -5.17461549,
         8.12370383,  -0.24312574, -10.01523053,  -8.51814253,
         2.23124447,  -8.30347591,  -2.6169213 ,   7.36343934,
        -5.48224539,  -3.42817164,  -3.69782756,   5.9339825 ,
         3.70569424,   5.42503902,  -1.3907414 ,  -7.20788548])]";"['Control input', array([ 1.17566018, -1.66826204, -2.36912888, -0.95339245,  0.13422439,
       -3.94050794,  0.13652438,  2.14041831, -0.07417976,  1.80371625,
        2.28843265, -1.21568833,  0.59937708,  2.15422439,  1.30869876,
       -1.30822212,  2.24219679, -3.2088796 , -4.05234654,  1.46352154])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 220];['Population', 'Targets'];"['State', array([-3.43199076e+00, -1.17739820e+00,  1.71146018e+00,  4.37157666e+00,
        1.67048355e+00, -5.57990642e+00,  5.48446060e+00,  1.47104621e+00,
       -9.39699264e-01, -4.72566661e+00, -9.50079107e-01,  4.70181795e+00,
        5.63241674e+00, -1.66965771e+00, -2.24162891e+00,  8.96133903e-01,
       -3.39603080e+00, -1.53540486e+00, -8.26929002e+00, -6.32388367e+00,
       -3.89341549e+00,  1.69662933e+00,  6.46890811e-01, -5.72875894e+00,
        3.17042815e+00,  3.17007391e+00, -2.09429969e+00,  3.63475742e+00,
        6.31482526e-03,  4.87991322e+00, -8.15070316e-01,  4.70907978e+00,
       -2.32614299e+00, -4.51624242e+00,  3.80676869e+00, -4.01328962e+00,
        5.81687391e+00, -1.63586794e+00, -3.19960456e+00,  2.83917422e-01])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([-0.0952511 ,  6.83958865,  5.25513679, -5.13703185,  7.6052051 ,
       -1.50745712, -9.64569426, -7.57549617,  2.15368511, -7.40068746,
       -1.59472096,  6.57771896, -4.97544796, -2.59050308, -3.08595405,
        5.24072042,  6.05705474,  2.99486807, -2.5280566 , -6.28790461])]";"['Control input', array([ 0.44036596, -1.98118552, -1.79503765,  0.6150851 , -1.7138171 ,
       -1.53229637,  1.11055133,  1.57409627, -0.21611766,  1.9382851 ,
        1.38503571, -1.91459465,  1.20172288,  1.7138006 ,  1.12682839,
       -1.49617679,  2.47268248, -3.56916346, -1.23895943,  2.00842664])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 230];['Population', 'Targets'];"['State', array([-2.87956024, -0.67141799,  1.69560425,  3.85079537,  1.66092954,
       -4.75200427,  4.58664523,  0.59665309, -0.44646521, -4.38144879,
       -0.79069262,  3.76848714,  4.7324217 , -1.65575069, -2.35569854,
        0.87898006, -2.57693458, -1.23909374, -7.58354758, -5.76994449,
       -3.67355879,  1.13462113,  0.26428873, -5.01810818,  3.1784332 ,
        3.15354378, -1.83966127,  3.41595435,  0.10669702,  3.93031891,
       -0.59758516,  3.82745047, -2.29090698, -3.64595019,  3.00221318,
       -3.43050007,  4.78541715, -1.57783343, -3.2039716 ,  0.23206378])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 2.0756257 ,  5.35190018,  4.36424314, -4.72711027,  6.62146556,
       -1.93219554, -8.99060664, -6.91807787,  0.8584008 , -6.76690937,
       -0.91490329,  5.66290652, -4.48756763, -1.29427348, -4.6472411 ,
        2.59815506,  6.18186169,  1.51531185, -1.48072004, -5.86031718])]";"['Control input', array([ 6.99383024, -4.5768606 , -1.66492995,  1.00612759, -1.8881993 ,
       -0.19379837,  1.38847167,  1.21081058, -2.16499865,  1.27159843,
        3.47452614, -1.50198053,  0.13682486,  5.63566441, -1.02048212,
       -3.43902964, -0.90059534, -2.4323217 ,  3.07270858,  0.51236744])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 240];['Population', 'Targets'];"['State', array([-2.10575069, -0.54931147,  1.25584175,  3.30311274,  1.4732725 ,
       -3.85910805,  3.61952765,  0.18778899, -0.16803039, -3.4666803 ,
       -0.59386854,  2.96750843,  3.81046716, -1.61489766, -2.14434971,
        0.874193  , -2.3042071 , -1.33288932, -6.88107437, -5.16430793,
       -2.36047108,  1.14628216,  0.49407746, -3.962097  ,  3.32111595,
        2.22845995, -2.10863736,  2.77852892,  0.38782935,  3.50508156,
       -0.36389141,  3.02589544, -2.33478654, -3.48117788,  2.33091352,
       -2.77573467,  3.98967088, -1.265687  , -2.29125873,  0.68760736])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 3.85258876,  3.86357458,  3.64346725, -4.1586315 ,  5.72169184,
       -1.85498883, -8.33930333, -6.34215959,  1.84045765, -5.68759585,
       -1.62585729,  4.68404073, -4.12912031,  0.66168052, -4.62025324,
        1.84881688,  5.45223233,  0.64349571, -1.62391182, -5.22920329])]";"['Control input', array([ 1.76297356, -2.76359752, -1.3574948 ,  1.32332455, -1.57099056,
        0.75837605,  1.30700414,  1.18310702,  0.46643474,  2.03594561,
        7.46018089,  0.36272007,  1.67158293,  3.19780135,  0.        ,
        0.        , -1.77305487, -1.25978805, -4.75684502,  2.33061361])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
